id,name,is_natural,region_id,winery_id,ratings_average,ratings_count,url,acidity,fizziness,intensity,sweetness,tannin,user_structure_count,Sparkling Sweetness
24063,Beaune 1er Cru 'Clos des Mouches' Blanc,0,3601,1358,4.4,3093,https://www.baetenvinopolis.be/nl/shop/frankrijk/bourgogne/joseph-drouhin/wit/joseph-drouhin-beaune-clos-des-mouches-blanc-1,Low,Non-Sparkling,Medium,Medium,,123.0,
24084,Chambertin Clos de Bèze Grand Cru,0,2202,1358,4.4,331,https://www.wijnig.nl/joseph-drouhin-chambertin-clos-de-beze-grand-cru-2.html,High,Non-Sparkling,Low,Medium,Low,24.0,
24111,Grands-Echezeaux Grand Cru,0,2222,1358,4.4,700,https://www.wijnig.nl/joseph-drouhin-grands-echezaeux-grand-cru-2017.html,Medium,Non-Sparkling,Low,Medium,Low,47.0,
24139,Puligny-Montrachet,0,2248,1358,4.3,4548,https://www.baetenvinopolis.be/nl/shop/frankrijk/bourgogne/joseph-drouhin/wit/joseph-drouhin-puligny-montrachet,Low,Non-Sparkling,Medium,Low,,190.0,
25474,Aconcagua Valley,0,1573,104127,4.5,18482,https://www.topwijnen.be/nl/product/wijnen/chili/wn743038/wn743038,Low,Non-Sparkling,High,Medium,Medium,652.0,
28114,Conde de Superunda,0,700,176101,4.2,3237,https://www.wereldwijnonline.be/conde-de-superunda-2005-central-valley-region-chi.html,,Non-Sparkling,,,,,
28214,5 Stelle Sfursat,0,746,2995,4.5,10740,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20NNSF06B,High,Non-Sparkling,Medium,Medium,High,313.0,
31124,The Armagh Shiraz,0,444,1651,4.5,2472,https://www.grandcruwijnen.nl/2018-jim-barry-the-armagh-shiraz,Low,Non-Sparkling,High,High,Medium,195.0,
36404,Côte-Rôtie La Landonne,0,693,1314,4.6,4068,https://hermanwines.com/products/cote-rotie-la-landonne-guigal-2018-r-0-75l,Medium,Non-Sparkling,High,Medium,High,85.0,
36434,Côte-Rôtie La Mouline,0,693,1314,4.6,4380,https://hermanwines.com/products/cote-rotie-la-mouline-guigal-2013-r-0-75l,Medium,Non-Sparkling,Medium,Medium,High,84.0,
36464,Ermitage Ex-Voto,0,535,1314,4.4,1804,https://www.vanoudsdezwaan.nl/e-guigal-ermitage-ac-ex-voto-2018-139671496.html,Medium,Non-Sparkling,High,Medium,High,18.0,
41524,Corton-Charlemagne Grand Cru,0,2236,8624,4.4,1913,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50GICC17B,Medium,Non-Sparkling,Medium,Medium,,130.0,
43944,Bramare Marchiori Vineyard Malbec,0,454,8824,4.5,8713,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/vina-cobos/27636-vina-cobos-bramare-marchiori-vineyard-malbec.html?codice=WFL014,Low,Non-Sparkling,High,High,Low,799.0,
49754,Viña El Pison,0,839,9064,4.6,3027,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=80ARPRT16B,Medium,Non-Sparkling,Medium,Medium,High,149.0,
61274,Cabernet Sauvignon,0,460,9734,4.4,2408,https://www.seulementproduitsitaliens.be/vino/marion/21346-marion-cabernet-sauvignon.html?codice=PER892-2019,Low,Non-Sparkling,Medium,High,Low,141.0,
61744,Saint-Julien (Grand Cru Classé),0,399,10254,4.4,29317,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/medoc/saint-julien/chateau-ducru-beaucaillou/wn1010392/wn1010392,High,Non-Sparkling,Medium,Low,High,945.0,
66104,Barbaresco,0,722,10474,4.5,24516,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00GJBA95B,High,Non-Sparkling,Medium,Low,High,569.0,
66114,Costa Russi (Barbaresco) Langhe,0,722,10474,4.6,2876,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00GJCR88B,High,Non-Sparkling,Medium,Medium,High,61.0,
66134,Sorì Tildìn (Barbaresco) Langhe,0,722,10474,4.6,3955,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00GJST88B,High,Non-Sparkling,Medium,Low,High,80.0,
66144,Sorì San Lorenzo,0,722,10474,4.6,3857,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00GJSL14B,High,Non-Sparkling,Medium,Medium,High,94.0,
66164,Dagromis Barolo,0,504,10474,4.3,20685,https://www.wijnig.nl/gaja-dagromis-barolo-2018.html,High,Non-Sparkling,Medium,Low,High,704.0,
66184,Conteisa Langhe,0,613,10474,4.5,2295,https://www.wijnig.nl/gaja-conteisa-langhe-2009.html,Medium,Non-Sparkling,Medium,Medium,High,82.0,
66194,Sperss Barolo,0,504,10474,4.6,10950,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00GJSP17B,High,Non-Sparkling,Medium,Low,High,325.0,
66224,Darmagi Langhe,0,613,10474,4.5,3184,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00GJDA88B,Low,Non-Sparkling,Medium,High,Medium,160.0,
66284,Cabernet Sauvignon,0,25,1301,4.6,157944,https://www.wereldwijnonline.be/caymus-cabernet-sauvignon-napa-usa-rode-141629936.html,Medium,Non-Sparkling,High,High,Medium,6325.0,
66294,Special Selection Cabernet Sauvignon,0,25,1301,4.7,41236,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=80CVSSCS97B,Medium,Non-Sparkling,High,Medium,Medium,1866.0,
68884,Cabernet - Cabernet,0,454,242840,4.3,27436,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/catena-zapata/28379-catena-zapata-nicolas-catena-zapata.html?codice=GHL379,Low,Non-Sparkling,High,High,Medium,1238.0,
73619,Barolo Monvigliero,0,504,3829,4.2,1163,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00FRABM16B,High,Non-Sparkling,Medium,Low,High,97.0,
74300,Blanc de Blancs Brut Champagne (Vintage),0,409,1235,4.3,6400,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/louis-roederer/12025-louis-roederer-blanc-de-blancs-brut-champagne-.html?codice=SGN115,High,Sparkling,Medium,,,854.0,Extra Dry <2.8g
74304,Cristal Brut Champagne (Millésimé),0,409,1235,4.6,42456,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=40CRBI00B,High,Sparkling,Medium,,,5101.0,Dry <5.3g
74306,Cristal Rosé Brut Champagne (Millésimé),0,409,1235,4.6,5883,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=40CRRO12B,High,Sparkling,Medium,,,566.0,Dry <5.3g
74346,Cos d'Estournel,0,456,10864,4.4,43704,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/medoc/saint-estephe/chateau-cos-d-estournel/wn1016296/wn1016296,High,Non-Sparkling,High,Low,High,905.0,
74360,Baron de L Pouilly-Fumé,0,759,34701,4.4,9002,https://www.wijnig.nl/de-ladoucette-baron-de-l-pouilly-fume-2019.html,Medium,Non-Sparkling,Low,Low,,177.0,
74522,Amarone della Valpolicella Classico,0,3237,1865,4.5,6669,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2200180,Low,Non-Sparkling,High,High,Low,156.0,
75183,Nine Popes,0,870,2396,4.3,2118,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/charles-melton/27777-charles-melton-nine-popes.html?codice=WFL150,Low,Non-Sparkling,High,Medium,Medium,63.0,
75310,Barolo Bussia Romirasco,0,504,10917,4.5,1544,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00ACRO18B,High,Non-Sparkling,Medium,Low,High,134.0,
75376,Puligny-Montrachet Premier Cru La Garenne,0,3022,1599,4.5,200,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=1504732,Low,Non-Sparkling,Medium,High,,14.0,
75378,Puligny-Montrachet Premier Cru Champ-Canet,0,3022,1599,4.4,1020,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=1504746,Medium,Non-Sparkling,Low,Medium,,93.0,
75712,Corte di Cama Sforzato di Valtellina,0,1837,10940,4.3,3211,https://www.seulementproduitsitaliens.be/vino/mamete-prevostini/20250-mamete-prevostini-corte-di-cama-sforzato-di-valtellina.html?codice=SGN048,High,Non-Sparkling,Medium,High,High,184.0,
75764,Bric Dël Fiasc Barolo,0,504,1441,4.3,4947,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2202454,High,Non-Sparkling,Medium,Low,High,331.0,
75816,Redigaffi Toscana,0,394,11007,4.5,5212,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=1602158,Low,Non-Sparkling,Low,High,Medium,511.0,
75854,Châteauneuf-du-Pape Chaupin,0,401,1388,4.2,4483,https://www.grandcruwijnen.nl/2017-domaine-de-la-janasse-chateauneuf-du-pape-cuvee-chaupin,Low,Non-Sparkling,High,High,Low,232.0,
75978,Quinta da Leda Douro,0,433,37575,4.4,14197,http://www.vivino.com/wines/159596164,Low,Non-Sparkling,High,Medium,Medium,1538.0,
76378,Colheita Port,0,718,10983,4.2,8039,https://www.vanoudsdezwaan.nl/burmester-porto-dop-colheita-porto-1975.html,Low,Non-Sparkling,High,High,,203.0,
76388,Tordiz 40 Year Old Tawny Port,0,718,10983,4.6,474,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/burmester/22793-burmester-40-year-old-tawny-port.html?codice=PLG731,Low,Non-Sparkling,High,High,,34.0,
76476,Belondrade y Lurton,0,1729,17509,4.4,13567,https://www.vanoudsdezwaan.nl/y-lurton-2021.html,Low,Non-Sparkling,Low,High,,373.0,
77136,Unico Reserva Especial Edición,0,405,11050,4.7,13025,https://hermanwines.com/products/reserva-especial-vega-sicilia-2009-r-0-75l,Medium,Non-Sparkling,Medium,Medium,Medium,528.0,
77137,Unico,0,405,11050,4.7,45140,https://hermanwines.com/products/unico-vega-sicilia-1965-r-0-75l,Medium,Non-Sparkling,Medium,Medium,Medium,2493.0,
77171,Ribera del Duero,0,405,11049,4.5,69278,https://www.labuenavida.be/spaanse-wijn/alion/alion/4712,Medium,Non-Sparkling,Medium,Medium,Medium,4511.0,
77172,Toro,0,430,1740,4.4,60705,https://www.labuenavida.be/spaanse-wijn/pintia/pintia/4726,Low,Non-Sparkling,High,Medium,Medium,1364.0,
77175,Tokaji Aszú 6 Puttonyos,0,541,3139,4.6,2366,https://www.labuenavida.be/spaanse-wijn/oremus-vega-sicilia/oremus-6-puttonyos/3560,High,Non-Sparkling,Low,High,,5.0,
77178,Eszencia,0,541,3139,4.7,488,https://www.labuenavida.be/spaanse-wijn/oremus-vega-sicilia/oremus-eszencia/4457,,Non-Sparkling,,,,,
77182,Tokaji Aszú 3 Puttonyos,0,541,3139,4.3,7080,https://www.labuenavida.be/spaanse-wijn/oremus-vega-sicilia/oremus-3-puttonyos/4182,High,Non-Sparkling,Low,High,,5.0,
77304,Brunate  Barolo,0,504,1663,4.5,1289,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00RVBB96M,High,Non-Sparkling,Medium,Medium,High,88.0,
77308,La Serra Barolo,0,504,1663,4.4,1449,https://www.vino.com/fr/dettaglio/barolo-docg-la-serra-roberto-voerzio-2019.html?utm_medium=aggregatore&utm_source=vivino&utm_term=voerziolaserra2019&utm_country=be&st=be&cr=eur,High,Non-Sparkling,Medium,Medium,High,97.0,
77309,Rocche dell'Annunziata Torriglione Barolo,0,504,1663,4.5,1222,https://hermanwines.com/products/barolo-torriglione-roberto-voerzio-2010-r-1-5l,High,Non-Sparkling,Medium,Medium,High,67.0,
77449,Barolo Rocche di Castiglione,0,504,1260,4.4,1272,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00VIRO18M,High,Non-Sparkling,Medium,Medium,High,100.0,
77453,Barolo Riserva Villero,0,504,1260,4.6,803,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00VIVI13B,High,Non-Sparkling,Medium,Medium,High,65.0,
77458,Brunello di Montalcino,0,1796,11082,4.5,4357,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10SABR16B,Medium,Non-Sparkling,Low,Medium,High,268.0,
77462,Cepparello Red,0,394,1544,4.3,12191,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10IOCE19B,Low,Non-Sparkling,Low,Medium,Low,945.0,
77472,Brunello di Montalcino  Montosoli,0,1796,6875,4.4,6176,https://www.colaris.com/catalog/product/view/id/48789,Medium,Non-Sparkling,Low,Low,High,310.0,
77483,Réservé Châteauneuf-du-Pape,0,401,1598,4.4,297,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70ROVJCR18B,Low,Non-Sparkling,High,High,Low,19.0,
77558,Finca Bella Vista Malbec,0,1600,1705,4.5,7663,https://www.vino.com/fr/dettaglio/mendoza-ig-malbec-bella-vista-achaval-ferrer-2014.html?utm_medium=aggregatore&utm_source=vivino&utm_term=achavalferrerbellavistamalbec2014&utm_country=be&st=be&cr=eur,Low,Non-Sparkling,Medium,High,Low,862.0,
77676,Quarz Sauvignon,0,576,11096,4.4,8884,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20TEQU20B,Medium,Non-Sparkling,Medium,High,,716.0,
77679,Gewürztraminer Lunare,0,661,11096,4.3,2732,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203704,Low,Non-Sparkling,Medium,High,,52.0,
78363,Crichet Pajè Barbaresco,1,722,2147,4.5,584,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00ROCP14B,High,Non-Sparkling,Medium,Low,High,23.0,
79162,Belle Epoque Brut Champagne,0,409,11177,4.5,20992,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/perrier-jouet/11547-perrier-jouet-belle-epoque-brut-champagne.html?codice=per809-2014,High,Sparkling,Medium,,,2454.0,Extra Brut <1g
79228,Corton Grand Cru 'Clos Rognet',0,2237,1507,4.4,543,https://www.wijnig.nl/meo-camuzet-corton-grand-cru-clos-rognet-2017.html,Medium,Non-Sparkling,Low,High,Low,34.0,
79262,Pauillac (Grand Cru Classé),0,393,11187,4.4,55808,http://www.vivino.com/wines/156108219,High,Non-Sparkling,High,Low,High,1769.0,
79265,Saint-Julien (Grand Cru Classé),0,399,11188,4.3,32627,https://www.grandcruwijnen.nl/2018-chateau-gruaud-larose,High,Non-Sparkling,Medium,Low,High,886.0,
79326,Barolo Cerretta,0,504,11205,4.2,1921,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEW=00GRBC17B,High,Non-Sparkling,Medium,Low,High,138.0,
79508,Charmes-Chambertin Grand Cru,0,2204,11221,4.4,268,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/domaine-chanson/28045-domaine-chanson-charmes-chambertin-grand-cru.html?codice=MRG545,High,Non-Sparkling,Low,High,Low,21.0,
79631,Vintage,0,409,1337,4.6,16918,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=40KRCH08BC,High,Sparkling,High,,,2167.0,Brut <2g
79632,Rosé,0,409,1337,4.6,3605,https://www.wijnig.nl/krug-brut-rose-champagne-edition-24-nv-giftbox-075.html,High,Sparkling,Medium,,,559.0,Brut Nature <0.5g
79633,Collection,0,409,1337,4.7,2184,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=40KRCO95B,High,Sparkling,High,,,184.0,Demi Sec <8.3g
79635,Clos du Mesnil,0,409,1337,4.7,2471,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=40KRME90B,High,Sparkling,Medium,,,338.0,Extra Dry <2.8g
79762,Pauillac (Grand Cru Classé),0,393,11315,4.4,37460,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/medoc/pauillac/chateau-pichon-longueville-baron/wn1013814/wn1013814,High,Non-Sparkling,High,Medium,High,1347.0,
79814,Flor de Pingus,0,405,1586,4.5,32932,https://www.labuenavida.be/spaanse-wijn/dominio-de-pingus/flor-de-pingus/4648,Medium,Non-Sparkling,Medium,Medium,Medium,2094.0,
79835,Cuvée Nicolas François Billecart Brut Champagne,0,409,1518,4.5,6228,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=1700643,High,Sparkling,Medium,,,983.0,Demi Sec <8.3g
79836,La Grande Dame Brut Champagne,0,409,7979,4.5,17474,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=40VCGD08MC,High,Sparkling,Medium,,,1900.0,Brut <2g
79875,Calcarole Amarone della Valpolicella Classico,0,3237,11252,4.6,2757,https://theonlinesommelier.nl/product/guerrieri-rizzardi-amarone-calcarole/,Low,Non-Sparkling,High,High,Low,79.0,
79906,Chambertin Grand Cru,0,2201,2093,4.3,1293,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50RTCH10B,High,Non-Sparkling,Low,Medium,Low,161.0,
79939,Montrachet Grand Cru,0,3041,11259,4.7,516,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50CLMO09B,Medium,Non-Sparkling,Medium,High,,54.0,
79963,Barolo Riserva Vigna Rionda,0,504,11265,4.3,3530,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00MARIO07B,High,Non-Sparkling,Medium,Medium,High,296.0,
80472,Saint-Estèphe (Grand Cru Classé),0,456,115806,4.3,35624,https://www.grandcruwijnen.nl/2017-chateau-montrose-saint-estephe,High,Non-Sparkling,High,Low,High,822.0,
81431,Vintage Port Nacional,0,718,11391,4.6,1122,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=80POQNN01B,Low,Non-Sparkling,High,High,,42.0,
81836,Cerretalto Brunello di Montalcino,0,1796,1446,4.7,5373,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10CNCE97B,Medium,Non-Sparkling,Low,Medium,High,285.0,
81848,Saint-Julien (Grand Cru Classé),0,399,11455,4.4,28094,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEW=60LLC07B,High,Non-Sparkling,Medium,Low,High,984.0,
81849,Pomerol,0,555,186640,4.4,10374,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/vieux-chateau-certan/26393-vieux-chateau-certan-pomerol.html?codice=PLG1366-2020,Medium,Non-Sparkling,High,Low,Medium,294.0,
82193,Turriga Isola dei Nuraghi,0,2894,1949,4.4,14641,https://www.wijnig.nl/argiolas-turriga-isola-dei-nuraghi-2018.html,Low,Non-Sparkling,High,High,Medium,918.0,
82199,Barolo Riserva Monfortino,0,504,11472,4.7,5013,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203792,High,Non-Sparkling,Medium,Medium,High,370.0,
82201,Barbera d'Alba Vigna Francia,0,2585,11472,4.3,7315,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00GCBA19M,Medium,Non-Sparkling,Low,Low,Low,318.0,
82203,Barolo Cascina Francia,0,504,11472,4.5,6045,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00GCBF18B,High,Non-Sparkling,Medium,Low,High,512.0,
82405,Barbaresco Gaiun Martinenga,0,722,11477,4.3,2298,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2202556,High,Non-Sparkling,Medium,Medium,High,96.0,
82613,Pessac-Léognan (Grand Cru Classé de Graves),0,471,193777,4.4,27316,https://www.grandcruwijnen.nl/2018-chateau-pape-clement-rouge-grand-cru-classe-de-graves,High,Non-Sparkling,High,Low,High,802.0,
82690,Saffredi,0,2916,2313,4.4,10499,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10LPSA19B,Low,Non-Sparkling,Low,Medium,Medium,1115.0,
82698,Brunello di Montalcino Riserva,0,1796,11500,4.6,3375,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10BSRI90B,Medium,Non-Sparkling,Low,Low,High,173.0,
82779,Corton-Charlemagne Grand Cru,0,2236,1248,4.4,10296,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50BMCC14B,Medium,Non-Sparkling,Medium,Low,,690.0,
82970,Clos des Porrets Nuits-Saint-Georges 1er Cru,0,3985,1234,4.1,3063,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50HGENSGPO17B,High,Non-Sparkling,Low,Low,Low,224.0,
83173,Brunello di Montalcino,0,1796,244652,4.5,7883,https://www.wijnig.nl/poggio-di-sotto-brunello-di-montalcino-2017.html,Medium,Non-Sparkling,Low,Low,Medium,418.0,
83444,Bonnes-Mares Grand Cru,0,2216,1343,4.5,2595,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203008,High,Non-Sparkling,Low,Medium,Low,272.0,
83594,Luce,0,394,220297,4.4,17470,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203191,Low,Non-Sparkling,Low,Medium,Medium,1209.0,
83595,Luce Brunello di Montalcino,0,1796,220297,4.5,6544,https://www.seulementproduitsitaliens.be/vino/luce-della-vite/1829-tenuta-luce-luce-brunello-di-montalcino.html?codice=7655-2005,Medium,Non-Sparkling,Low,Medium,High,339.0,
83818,Clos des Goisses Champagne,0,409,1813,4.5,4662,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=40PHCG88B,High,Sparkling,High,,,696.0,Dry <5.3g
83920,Romanée-Saint-Vivant Grand Cru (Marey-Monge),0,2229,11610,4.7,6597,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203797,High,Non-Sparkling,Low,Medium,Low,471.0,
84065,Amarone della Valpolicella Classico,0,3237,11601,4.7,8900,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20QUAM15B,Low,Non-Sparkling,High,High,Low,355.0,
84066,Valpolicella Classico Superiore,0,3235,11601,4.5,12262,https://www.colaris.com/catalog/product/view/id/56178,Medium,Non-Sparkling,Low,High,Low,104.0,
84068,Veneto Rosso del Bepi,0,460,11601,4.6,3747,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20QURO99B,Low,Non-Sparkling,Medium,High,Low,287.0,
84344,Amarone Stella,0,3237,11633,4.5,533,https://www.seulementproduitsitaliens.be/vino/aneri/19844-aneri-amarone-stella.html?codice=TSN072-2015,Low,Non-Sparkling,High,High,Low,5.0,
84350,Pedro Ximenez Tradición 20 Years Old Vos,0,3505,7319,4.5,954,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/bodegas-tradicion/18069-bodegas-tradicion-pedro-ximenez-tradicion-20-years-old-vos-.html?codice=GHL217,Low,Non-Sparkling,High,High,,25.0,
84732,Clos des Lambrays Grand Cru,0,2212,1450,4.4,6431,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50LACL05M,High,Non-Sparkling,Low,Medium,Low,542.0,
84911,Chevalier-Montrachet Grand Cru,0,3037,1404,4.6,2340,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50DLCH00B,Low,Non-Sparkling,Medium,High,,178.0,
85063,Clos de la Roche Grand Cru Cuvée Vieilles Vignes,0,2211,1479,4.4,2678,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50POCR19B,High,Non-Sparkling,Low,Medium,Low,232.0,
